date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,player_name
2008-08-30 00:00:00,73.0,82.0,right,medium,high,60.0,44.0,79.0,60.0,48.0,52.0,38.0,43.0,61.0,69.0,76.0,79.0,63.0,65.0,45.0,68.0,69.0,77.0,68.0,34.0,70.0,54.0,68.0,54.0,60.0,77.0,74.0,70.0,14.0,11.0,61.0,11.0,10.0,Aaron Galindo
2007-08-30 00:00:00,71.0,78.0,right,medium,high,58.0,50.0,70.0,60.0,48.0,52.0,38.0,43.0,58.0,66.0,73.0,73.0,63.0,62.0,45.0,65.0,69.0,75.0,68.0,51.0,70.0,54.0,68.0,54.0,60.0,72.0,70.0,70.0,14.0,11.0,58.0,11.0,10.0,Aaron Galindo
2007-02-22 00:00:00,71.0,78.0,right,medium,high,58.0,50.0,70.0,60.0,48.0,52.0,38.0,43.0,58.0,66.0,73.0,73.0,63.0,62.0,45.0,65.0,69.0,75.0,68.0,51.0,70.0,54.0,68.0,54.0,60.0,72.0,70.0,70.0,14.0,11.0,58.0,11.0,10.0,Aaron Galindo
2015-12-24 00:00:00,70.0,70.0,right,medium,medium,46.0,34.0,73.0,65.0,33.0,47.0,42.0,25.0,58.0,58.0,33.0,31.0,41.0,68.0,52.0,48.0,67.0,60.0,75.0,26.0,66.0,68.0,29.0,41.0,45.0,75.0,73.0,71.0,8.0,6.0,16.0,12.0,11.0,Aaron Hughes
2015-09-21 00:00:00,70.0,70.0,right,medium,medium,46.0,34.0,73.0,65.0,33.0,47.0,42.0,25.0,58.0,58.0,33.0,31.0,41.0,68.0,52.0,48.0,67.0,60.0,75.0,26.0,66.0,68.0,29.0,41.0,45.0,75.0,73.0,71.0,8.0,6.0,16.0,12.0,11.0,Aaron Hughes
2015-05-08 00:00:00,69.0,69.0,right,medium,medium,45.0,33.0,72.0,64.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,31.0,45.0,67.0,59.0,47.0,67.0,60.0,74.0,25.0,65.0,67.0,28.0,40.0,44.0,72.0,70.0,68.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2015-04-10 00:00:00,69.0,69.0,right,medium,medium,45.0,33.0,72.0,64.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,31.0,45.0,67.0,59.0,47.0,67.0,60.0,74.0,25.0,65.0,70.0,28.0,40.0,44.0,72.0,70.0,68.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2015-03-20 00:00:00,70.0,70.0,right,medium,medium,45.0,33.0,72.0,64.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,31.0,45.0,67.0,59.0,47.0,78.0,60.0,74.0,25.0,65.0,71.0,28.0,40.0,44.0,74.0,71.0,69.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2014-09-18 00:00:00,72.0,72.0,right,medium,medium,45.0,33.0,72.0,64.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,31.0,49.0,70.0,59.0,47.0,83.0,62.0,74.0,25.0,65.0,77.0,28.0,40.0,44.0,78.0,72.0,74.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2014-01-31 00:00:00,72.0,72.0,right,medium,medium,45.0,33.0,72.0,64.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,48.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,77.0,28.0,40.0,44.0,78.0,72.0,74.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2014-01-17 00:00:00,72.0,72.0,right,medium,medium,45.0,33.0,72.0,64.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,48.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,77.0,28.0,40.0,44.0,78.0,72.0,74.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2013-09-20 00:00:00,73.0,73.0,right,medium,medium,45.0,33.0,72.0,67.0,32.0,46.0,41.0,24.0,57.0,57.0,33.0,53.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,80.0,28.0,40.0,44.0,80.0,74.0,75.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2013-05-10 00:00:00,73.0,73.0,right,medium,medium,45.0,33.0,72.0,67.0,32.0,46.0,41.0,24.0,57.0,57.0,49.0,53.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,80.0,28.0,40.0,44.0,80.0,74.0,75.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2013-04-26 00:00:00,74.0,74.0,right,medium,medium,45.0,33.0,72.0,71.0,32.0,48.0,41.0,24.0,57.0,59.0,49.0,53.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,81.0,28.0,40.0,44.0,81.0,75.0,76.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2013-03-22 00:00:00,74.0,74.0,right,medium,medium,45.0,33.0,72.0,71.0,32.0,48.0,41.0,24.0,57.0,59.0,49.0,53.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,81.0,28.0,40.0,44.0,81.0,75.0,76.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
2013-03-08 00:00:00,74.0,74.0,right,medium,medium,45.0,33.0,72.0,71.0,32.0,48.0,41.0,24.0,57.0,59.0,49.0,53.0,49.0,70.0,59.0,47.0,81.0,62.0,74.0,25.0,65.0,81.0,28.0,40.0,44.0,81.0,75.0,76.0,7.0,5.0,15.0,11.0,10.0,Aaron Hughes
